дата_завалки,дата_вывалки,номер_клетки,положение_в_клети,номер_валка,износ
2018-01-18 00:01:18,2018-01-18 03:22:28,8,верх,23,0.8490858000137289
2018-01-18 00:01:18,2018-01-18 03:22:28,10,верх,53,1.113816439955588
2018-01-18 00:01:18,2018-01-18 03:22:28,9,верх,336,1.430289049552126
2018-01-18 00:01:18,2018-01-18 03:22:28,8,низ,251,1.3283640285986276
2018-01-18 03:35:14,2018-01-18 07:10:34,12,низ,9,0.881234299760738
2018-01-18 03:35:14,2018-01-18 07:10:34,12,верх,252,1.011654526486211
2018-01-18 03:35:14,2018-01-18 07:10:34,11,низ,229,1.1349453730727022
2018-01-18 03:35:14,2018-01-18 07:10:34,10,низ,296,1.2781229605469857
2018-01-18 03:35:14,2018-01-18 07:10:34,11,верх,109,1.4279992836901356
2018-01-18 03:35:14,2018-01-18 07:10:34,9,низ,356,1.3061936878266152
2018-01-18 03:35:14,2018-01-18 07:10:34,9,верх,144,1.406103178855535
2018-01-18 03:35:14,2018-01-18 07:10:34,8,низ,376,1.287783449534893
2018-01-18 03:35:14,2018-01-18 07:10:34,8,верх,453,1.2708860395851587
2018-01-18 03:35:14,2018-01-18 07:10:34,10,верх,483,1.0578668565410414
2018-01-18 07:26:59,2018-01-18 10:54:51,11,верх,246,0.6993684771774362
2018-01-18 07:26:59,2018-01-18 10:54:51,12,низ,283,0.3932191620564369
2018-01-18 07:26:59,2018-01-18 10:54:51,12,верх,448,0.48725653066134555
2018-01-18 07:26:59,2018-01-18 10:54:51,11,низ,145,0.9004625954950768
2018-01-18 07:26:59,2018-01-18 10:54:51,10,низ,474,0.8263858412572689
2018-01-18 07:26:59,2018-01-18 10:54:51,8,низ,484,1.389772950157522
2018-01-18 07:26:59,2018-01-18 10:54:51,9,низ,232,0.9603279782345987
2018-01-18 07:26:59,2018-01-18 10:54:51,9,верх,55,0.9765492482141552
2018-01-18 07:26:59,2018-01-18 10:54:51,8,верх,301,0.8284389502095164
2018-01-18 07:26:59,2018-01-18 10:54:51,10,верх,178,1.2931790497546578
2018-01-18 11:12:38,2018-01-18 14:26:13,11,верх,211,0.6183364813371579
2018-01-18 11:12:38,2018-01-18 14:26:13,12,низ,73,0.398423371612746
2018-01-18 11:12:38,2018-01-18 14:26:13,12,верх,322,0.10827832905380097
2018-01-18 11:12:38,2018-01-18 14:26:13,11,низ,118,0.7854190547352949
2018-01-18 11:12:38,2018-01-18 14:26:13,10,низ,214,1.055683821079464
2018-01-18 11:12:38,2018-01-18 14:26:13,8,низ,63,0.5845931173451052
2018-01-18 11:12:38,2018-01-18 14:26:13,9,низ,231,0.46251374500087417
2018-01-18 11:12:38,2018-01-18 14:26:13,9,верх,105,0.595280096040326
2018-01-18 11:12:38,2018-01-18 14:26:13,8,верх,43,0.24209961062753527
2018-01-18 11:12:38,2018-01-18 14:26:13,10,верх,186,0.7785429379853532
2018-01-18 14:40:31,2018-01-18 17:53:01,12,низ,156,0.06304232066280596
2018-01-18 14:40:31,2018-01-18 17:53:01,12,верх,10,0.6116949816710759
2018-01-18 14:40:31,2018-01-18 17:53:01,11,низ,315,0.5886642705059704
2018-01-18 14:40:31,2018-01-18 17:53:01,11,верх,109,0.0
2018-01-18 14:40:31,2018-01-18 17:53:01,10,низ,257,0.14709136725544011
2018-01-18 14:40:31,2018-01-18 17:53:01,9,низ,434,0.528686245445977
2018-01-18 14:40:31,2018-01-18 17:53:01,9,верх,153,0.3211826263799279
2018-01-18 14:40:31,2018-01-18 17:53:01,8,низ,162,0.42994271219965974
2018-01-18 14:40:31,2018-01-18 17:53:01,8,верх,417,0.7112997503305852
2018-01-18 14:40:31,2018-01-18 17:53:01,10,верх,149,0.11343901301956028
2018-01-18 18:02:50,2018-01-18 21:38:27,11,верх,156,0.3804612514107671
2018-01-18 18:02:50,2018-01-18 21:38:27,12,низ,436,0.15125730345622562
2018-01-18 18:02:50,2018-01-18 21:38:27,12,верх,65,0.5534334052739158
2018-01-18 18:02:50,2018-01-18 21:38:27,11,низ,415,0.6473576266264649
2018-01-18 18:02:50,2018-01-18 21:38:27,10,низ,197,0.5022979611135636
2018-01-18 18:02:50,2018-01-18 21:38:27,8,верх,475,0.6621833130714307
2018-01-18 18:02:50,2018-01-18 21:38:27,9,низ,389,0.7708701278745576
2018-01-18 18:02:50,2018-01-18 21:38:27,8,низ,142,0.9033951498026793
2018-01-18 18:02:50,2018-01-18 21:38:27,10,верх,144,1.0792918528076019
2018-01-18 18:02:50,2018-01-18 21:38:27,9,верх,167,1.0655293441793985
2018-01-18 21:50:36,2018-01-19 00:57:39,8,верх,444,1.3274837370455888
2018-01-18 21:50:36,2018-01-19 00:57:39,8,низ,286,0.24328707467184985
2018-01-18 21:50:36,2018-01-19 00:57:39,9,верх,357,0.8694534428245161
2018-01-18 21:50:36,2018-01-19 00:57:39,9,низ,72,0.5796549072094227
2018-01-18 21:50:36,2018-01-19 00:57:39,10,верх,181,0.4127445043567587
2018-01-18 21:50:36,2018-01-19 00:57:39,11,верх,445,0.5432640670072499
2018-01-18 21:50:36,2018-01-19 00:57:39,11,низ,104,0.42627153625408476
2018-01-18 21:50:36,2018-01-19 00:57:39,12,верх,87,0.1751356049258831
2018-01-18 21:50:36,2018-01-19 00:57:39,12,низ,497,0.5029090151134614
2018-01-18 21:50:36,2018-01-19 00:57:39,10,низ,334,0.7893936062879848
2018-01-19 01:10:05,2018-01-19 04:27:46,12,низ,230,0.590274732768218
2018-01-19 01:10:05,2018-01-19 04:27:46,10,низ,165,0.6627092071559538
2018-01-19 01:10:05,2018-01-19 04:27:46,12,верх,354,0.20173612376347946
2018-01-19 01:10:05,2018-01-19 04:27:46,11,низ,37,0.8411721051255223
2018-01-19 01:10:05,2018-01-19 04:27:46,11,верх,14,0.5263109074038133
2018-01-19 01:10:05,2018-01-19 04:27:46,10,верх,151,0.5188753915365703
2018-01-19 01:10:05,2018-01-19 04:27:46,9,верх,250,0.8631809660057572
2018-01-19 01:10:05,2018-01-19 04:27:46,8,низ,475,0.8050624158592362
2018-01-19 01:10:05,2018-01-19 04:27:46,8,верх,271,0.835853755423609
2018-01-19 01:10:05,2018-01-19 04:27:46,9,низ,136,0.6553973482378519
2018-01-19 04:40:54,2018-01-19 08:45:01,12,низ,170,0.5272527382462627
2018-01-19 04:40:54,2018-01-19 08:45:01,12,верх,337,0.5327449952533827
2018-01-19 04:40:54,2018-01-19 08:45:01,11,низ,174,0.4543076634941639
2018-01-19 04:40:54,2018-01-19 08:45:01,11,верх,207,0.9111065382881697
2018-01-19 04:40:54,2018-01-19 08:45:01,10,низ,260,0.778107503414883
2018-01-19 04:40:54,2018-01-19 08:45:01,10,верх,83,0.8473772119978791
2018-01-19 04:40:54,2018-01-19 08:45:01,9,верх,154,1.1022810999323607
2018-01-19 04:40:54,2018-01-19 08:45:01,8,низ,262,0.46189823123546
2018-01-19 04:40:54,2018-01-19 08:45:01,8,верх,440,0.9782487378063878
2018-01-19 04:40:54,2018-01-19 08:45:01,9,низ,37,1.1054044287219043
2018-01-19 08:56:41,2018-01-19 12:37:00,11,верх,93,0.8384386085917299
2018-01-19 08:56:41,2018-01-19 12:37:00,12,верх,364,0.4351355757427085
2018-01-19 08:56:41,2018-01-19 12:37:00,11,низ,354,0.36134157106641246
2018-01-19 08:56:41,2018-01-19 12:37:00,10,низ,207,0.553519966291013
2018-01-19 08:56:41,2018-01-19 12:37:00,12,низ,259,0.2916510924059812
2018-01-19 08:56:41,2018-01-19 12:37:00,9,низ,68,0.7210460671635366
2018-01-19 08:56:41,2018-01-19 12:37:00,9,верх,209,1.1012200139321147
2018-01-19 08:56:41,2018-01-19 12:37:00,8,низ,182,0.6831637479459034
2018-01-19 08:56:41,2018-01-19 12:37:00,8,верх,381,0.910632707480383
2018-01-19 08:56:41,2018-01-19 12:37:00,10,верх,309,0.9754948113586343
2018-01-19 12:49:34,2018-01-19 16:01:45,12,низ,185,0.36179434185621484
2018-01-19 12:49:34,2018-01-19 16:01:45,12,верх,220,0.9617013804960228
2018-01-19 12:49:34,2018-01-19 16:01:45,11,низ,105,0.7680314644979388
2018-01-19 12:49:34,2018-01-19 16:01:45,11,верх,345,1.0040211428067662
2018-01-19 12:49:34,2018-01-19 16:01:45,10,низ,217,0.49694691548214487
2018-01-19 12:49:34,2018-01-19 16:01:45,8,низ,117,0.7249788479883887
2018-01-19 12:49:34,2018-01-19 16:01:45,9,низ,100,1.1149117964132609
2018-01-19 12:49:34,2018-01-19 16:01:45,9,верх,435,0.8309591152614906
2018-01-19 12:49:34,2018-01-19 16:01:45,10,верх,422,0.835377716774053
2018-01-19 12:49:34,2018-01-19 16:01:45,8,верх,474,1.1163635429606389
2018-01-19 16:16:40,2018-01-19 19:39:32,12,низ,497,0.4869456333005153
2018-01-19 16:16:40,2018-01-19 19:39:32,12,верх,178,0.4123030435509897
2018-01-19 16:16:40,2018-01-19 19:39:32,11,низ,13,0.7086931708152031
2018-01-19 16:16:40,2018-01-19 19:39:32,11,верх,119,0.7235726944212515
2018-01-19 16:16:40,2018-01-19 19:39:32,10,низ,138,0.5350284653954624
2018-01-19 16:16:40,2018-01-19 19:39:32,10,верх,368,0.1937179651202377
2018-01-19 16:16:40,2018-01-19 19:39:32,9,низ,38,0.865465700966653
2018-01-19 16:16:40,2018-01-19 19:39:32,9,верх,201,0.5471789275169618
2018-01-19 16:16:40,2018-01-19 19:39:32,8,низ,448,0.22080190372176578
2018-01-19 16:16:40,2018-01-19 19:39:32,8,верх,453,0.5105784547085995
2018-01-19 19:55:00,2018-01-19 22:50:29,12,низ,298,0.31618085353565906
2018-01-19 19:55:00,2018-01-19 22:50:29,12,верх,14,0.08193780189761612
2018-01-19 19:55:00,2018-01-19 22:50:29,11,низ,115,0.5240252808566688
2018-01-19 19:55:00,2018-01-19 22:50:29,11,верх,57,0.35450528012242766
2018-01-19 19:55:00,2018-01-19 22:50:29,10,низ,155,0.2634539571157939
2018-01-19 19:55:00,2018-01-19 22:50:29,9,низ,382,0.5809494710346863
2018-01-19 19:55:00,2018-01-19 22:50:29,9,верх,23,0.27165496759820235
2018-01-19 19:55:00,2018-01-19 22:50:29,8,низ,136,0.09111807751932766
2018-01-19 19:55:00,2018-01-19 22:50:29,8,верх,500,0.6251507219217518
2018-01-19 19:55:00,2018-01-19 22:50:29,10,верх,35,0.6727667595545246
2018-01-19 23:04:14,2018-01-20 02:28:11,10,верх,5,0.6242067028142909
2018-01-19 23:04:14,2018-01-20 02:28:11,8,верх,151,0.7412433613165781
2018-01-19 23:04:14,2018-01-20 02:28:11,8,низ,94,1.0847811114846144
2018-01-19 23:04:14,2018-01-20 02:28:11,9,верх,325,0.5212921404553211
2018-01-19 23:04:14,2018-01-20 02:28:11,9,низ,318,0.33833490728602134
2018-01-19 23:04:14,2018-01-20 02:28:11,10,низ,291,0.1601884057108205
2018-01-19 23:04:14,2018-01-20 02:28:11,11,верх,297,0.5858308378949898
2018-01-19 23:04:14,2018-01-20 02:28:11,11,низ,87,0.7099100585852236
2018-01-19 23:04:14,2018-01-20 02:28:11,12,верх,300,0.5710887966845237
2018-01-19 23:04:14,2018-01-20 02:28:11,12,низ,231,0.01996219385311232
2018-01-20 02:43:45,2018-01-20 06:11:53,11,низ,219,0.4276721815925519
2018-01-20 02:43:45,2018-01-20 06:11:53,11,верх,297,0.48483521077363806
2018-01-20 02:43:45,2018-01-20 06:11:53,12,низ,432,0.5636458510818388
2018-01-20 02:43:45,2018-01-20 06:11:53,12,верх,294,0.450801112962869
2018-01-20 02:43:45,2018-01-20 06:11:53,10,низ,114,0.4447093171373636
2018-01-20 02:43:45,2018-01-20 06:11:53,10,верх,46,0.7253157847918791
2018-01-20 02:43:45,2018-01-20 06:11:53,9,низ,202,0.941071689921547
2018-01-20 02:43:45,2018-01-20 06:11:53,9,верх,207,0.9276533674644023
2018-01-20 02:43:45,2018-01-20 06:11:53,8,низ,64,0.7068391388230636
2018-01-20 02:43:45,2018-01-20 06:11:53,8,верх,251,0.8125366606706863
2018-01-20 06:23:17,2018-01-20 09:41:40,12,низ,253,0.05335846363236946
2018-01-20 06:23:17,2018-01-20 09:41:40,12,верх,384,0.0
2018-01-20 06:23:17,2018-01-20 09:41:40,11,низ,61,1.0457395973318553
2018-01-20 06:23:17,2018-01-20 09:41:40,11,верх,214,0.7167244301051793
2018-01-20 06:23:17,2018-01-20 09:41:40,10,низ,226,1.0207206621000446
2018-01-20 06:23:17,2018-01-20 09:41:40,8,верх,410,1.078712210873396
2018-01-20 06:23:17,2018-01-20 09:41:40,9,низ,28,0.5431498076568645
2018-01-20 06:23:17,2018-01-20 09:41:40,8,низ,49,0.6455571214338918
2018-01-20 06:23:17,2018-01-20 09:41:40,10,верх,272,0.3851410422450718
2018-01-20 06:23:17,2018-01-20 09:41:40,9,верх,355,0.8002559516481031
2018-01-20 09:54:01,2018-01-20 13:28:48,8,верх,265,0.7797321025895976
2018-01-20 09:54:01,2018-01-20 13:28:48,8,низ,135,0.8318723965115998
2018-01-20 09:54:01,2018-01-20 13:28:48,9,верх,210,0.903375340102448
2018-01-20 09:54:01,2018-01-20 13:28:48,9,низ,173,0.8449839539986854
2018-01-20 09:54:01,2018-01-20 13:28:48,10,низ,309,0.8485253774904491
2018-01-20 09:54:01,2018-01-20 13:28:48,11,верх,319,0.5936164641698826
2018-01-20 09:54:01,2018-01-20 13:28:48,11,низ,473,0.8992033014380623
2018-01-20 09:54:01,2018-01-20 13:28:48,12,верх,130,0.3309099361467687
2018-01-20 09:54:01,2018-01-20 13:28:48,12,низ,87,0.532869319426153
2018-01-20 09:54:01,2018-01-20 13:28:48,10,верх,187,0.602766032426053
2018-01-20 13:39:12,2018-01-20 17:03:40,12,низ,113,0.26186593238836003
2018-01-20 13:39:12,2018-01-20 17:03:40,11,верх,135,0.6716499501619988
2018-01-20 13:39:12,2018-01-20 17:03:40,12,верх,144,0.45283967288215254
2018-01-20 13:39:12,2018-01-20 17:03:40,11,низ,465,0.9117614173025795
2018-01-20 13:39:12,2018-01-20 17:03:40,10,низ,140,0.752098987339347
2018-01-20 13:39:12,2018-01-20 17:03:40,9,низ,215,0.7178330128999973
2018-01-20 13:39:12,2018-01-20 17:03:40,10,верх,488,0.495300424427839
2018-01-20 13:39:12,2018-01-20 17:03:40,8,верх,167,0.8516469072896441
2018-01-20 13:39:12,2018-01-20 17:03:40,8,низ,109,0.8412238133224408
2018-01-20 13:39:12,2018-01-20 17:03:40,9,верх,415,0.7300373329926422
2018-01-20 17:18:09,2018-01-20 20:28:52,11,верх,73,0.9881106609216753
2018-01-20 17:18:09,2018-01-20 20:28:52,12,низ,391,0.6952530956322223
2018-01-20 17:18:09,2018-01-20 20:28:52,12,верх,107,0.4230816625212464
2018-01-20 17:18:09,2018-01-20 20:28:52,11,низ,334,0.6695091092288158
2018-01-20 17:18:09,2018-01-20 20:28:52,10,низ,103,0.7573743208110552
2018-01-20 17:18:09,2018-01-20 20:28:52,10,верх,339,1.0902633891651712
2018-01-20 17:18:09,2018-01-20 20:28:52,9,верх,83,1.3078397042460206
2018-01-20 17:18:09,2018-01-20 20:28:52,8,низ,382,1.1635097867680495
2018-01-20 17:18:09,2018-01-20 20:28:52,8,верх,415,0.5298219733081642
2018-01-20 17:18:09,2018-01-20 20:28:52,9,низ,403,0.6445762337080627
2018-01-20 20:42:37,2018-01-21 00:11:43,12,низ,484,0.3105860652216037
2018-01-20 20:42:37,2018-01-21 00:11:43,12,верх,387,0.7835948154407005
2018-01-20 20:42:37,2018-01-21 00:11:43,11,низ,397,0.7921261498784439
2018-01-20 20:42:37,2018-01-21 00:11:43,11,верх,314,0.7007603216308247
2018-01-20 20:42:37,2018-01-21 00:11:43,10,низ,398,1.033651401375349
2018-01-20 20:42:37,2018-01-21 00:11:43,10,верх,229,1.1256201514547148
2018-01-20 20:42:37,2018-01-21 00:11:43,9,верх,304,0.9821923190202726
2018-01-20 20:42:37,2018-01-21 00:11:43,8,низ,65,0.7696923674540106
2018-01-20 20:42:37,2018-01-21 00:11:43,8,верх,233,1.1103127483793074
2018-01-20 20:42:37,2018-01-21 00:11:43,9,низ,205,0.9717069753594145
2018-01-21 00:26:25,2018-01-21 03:16:43,12,низ,141,1.1132287468223383
2018-01-21 00:26:25,2018-01-21 03:16:43,12,верх,278,0.0
2018-01-21 00:26:25,2018-01-21 03:16:43,11,низ,51,0.8449717865094631
2018-01-21 00:26:25,2018-01-21 03:16:43,11,верх,441,1.1446673832525045
2018-01-21 00:26:25,2018-01-21 03:16:43,10,низ,38,0.5708991972445613
2018-01-21 00:26:25,2018-01-21 03:16:43,9,низ,322,0.7473270149492028
2018-01-21 00:26:25,2018-01-21 03:16:43,9,верх,168,1.161407723603348
2018-01-21 00:26:25,2018-01-21 03:16:43,8,низ,386,1.0606281279856373
2018-01-21 00:26:25,2018-01-21 03:16:43,8,верх,154,1.250312017293326
2018-01-21 00:26:25,2018-01-21 03:16:43,10,верх,225,0.6500722339016964
2018-01-21 03:32:30,2018-01-21 06:40:12,11,верх,128,0.9279890079143229
2018-01-21 03:32:30,2018-01-21 06:40:12,12,низ,144,0.509898695131893
2018-01-21 03:32:30,2018-01-21 06:40:12,12,верх,359,0.7157080679257917
2018-01-21 03:32:30,2018-01-21 06:40:12,11,низ,358,1.251189507093229
2018-01-21 03:32:30,2018-01-21 06:40:12,10,низ,351,0.6504446447210163
2018-01-21 03:32:30,2018-01-21 06:40:12,10,верх,161,1.3853459332839915
2018-01-21 03:32:30,2018-01-21 06:40:12,9,низ,96,0.8899433242490131
2018-01-21 03:32:30,2018-01-21 06:40:12,9,верх,16,1.3100189675126097
2018-01-21 03:32:30,2018-01-21 06:40:12,8,низ,281,1.0849506115843282
2018-01-21 03:32:30,2018-01-21 06:40:12,8,верх,125,1.0466364992173474
2018-01-21 06:53:32,2018-01-21 10:47:12,12,низ,228,0.736541098393696
2018-01-21 06:53:32,2018-01-21 10:47:12,12,верх,198,0.4539399555024708
2018-01-21 06:53:32,2018-01-21 10:47:12,11,низ,345,1.3941469707574852
2018-01-21 06:53:32,2018-01-21 10:47:12,11,верх,449,0.9063845759302279
2018-01-21 06:53:32,2018-01-21 10:47:12,10,низ,288,0.9117351805848286
2018-01-21 06:53:32,2018-01-21 10:47:12,10,верх,140,1.134463987106596
2018-01-21 06:53:32,2018-01-21 10:47:12,9,низ,94,1.5438650053513385
2018-01-21 06:53:32,2018-01-21 10:47:12,9,верх,327,1.8344059276850193
2018-01-21 06:53:32,2018-01-21 10:47:12,8,низ,44,1.2397232723407612
2018-01-21 06:53:32,2018-01-21 10:47:12,8,верх,389,1.2866283165344194
2018-01-21 11:01:41,2018-01-21 14:53:32,12,верх,76,0.547889031283793
2018-01-21 11:01:41,2018-01-21 14:53:32,11,низ,439,0.8582409357138748
2018-01-21 11:01:41,2018-01-21 14:53:32,11,верх,394,1.1161393565619422
2018-01-21 11:01:41,2018-01-21 14:53:32,10,низ,137,1.479506381263247
2018-01-21 11:01:41,2018-01-21 14:53:32,12,низ,269,0.833792898659581
2018-01-21 11:01:41,2018-01-21 14:53:32,9,низ,243,1.2671122497237817
2018-01-21 11:01:41,2018-01-21 14:53:32,9,верх,8,0.9832782362754284
2018-01-21 11:01:41,2018-01-21 14:53:32,8,низ,334,1.2964686651298998
2018-01-21 11:01:41,2018-01-21 14:53:32,8,верх,444,1.3214238048362994
2018-01-21 11:01:41,2018-01-21 14:53:32,10,верх,277,1.0812424076219291
2018-01-21 15:07:08,2018-01-21 18:30:28,12,низ,133,0.37016780850688996
2018-01-21 15:07:08,2018-01-21 18:30:28,12,верх,340,0.22328392913741432
2018-01-21 15:07:08,2018-01-21 18:30:28,11,низ,67,0.9647083738463665
2018-01-21 15:07:08,2018-01-21 18:30:28,11,верх,90,0.4154026126998538
2018-01-21 15:07:08,2018-01-21 18:30:28,10,низ,498,0.9021256191052451
2018-01-21 15:07:08,2018-01-21 18:30:28,10,верх,189,0.4783311619283983
2018-01-21 15:07:08,2018-01-21 18:30:28,9,низ,295,1.1069010680056022
2018-01-21 15:07:08,2018-01-21 18:30:28,9,верх,426,0.471744847646566
2018-01-21 15:07:08,2018-01-21 18:30:28,8,низ,332,0.8291343702287575
2018-01-21 15:07:08,2018-01-21 18:30:28,8,верх,479,0.8598880344658963
2018-01-21 18:42:07,2018-01-21 22:18:02,12,верх,253,1.1151793196569222
2018-01-21 18:42:07,2018-01-21 22:18:02,11,низ,388,0.9010821766050802
2018-01-21 18:42:07,2018-01-21 22:18:02,11,верх,469,0.8965173515628411
2018-01-21 18:42:07,2018-01-21 22:18:02,10,низ,433,0.8662556011952454
2018-01-21 18:42:07,2018-01-21 22:18:02,12,низ,367,0.23434394988058205
2018-01-21 18:42:07,2018-01-21 22:18:02,9,низ,269,1.1881156616782382
2018-01-21 18:42:07,2018-01-21 22:18:02,9,верх,212,1.57764257930322
2018-01-21 18:42:07,2018-01-21 22:18:02,8,низ,76,1.3724192492204335
2018-01-21 18:42:07,2018-01-21 22:18:02,8,верх,437,1.3425844121484545
2018-01-21 18:42:07,2018-01-21 22:18:02,10,верх,484,1.1908231554512845
2018-01-21 22:31:38,2018-01-22 01:55:47,12,верх,373,0.43244822057150645
2018-01-21 22:31:38,2018-01-22 01:55:47,11,низ,179,0.5305239014269266
2018-01-21 22:31:38,2018-01-22 01:55:47,11,верх,35,1.027866806894824
2018-01-21 22:31:38,2018-01-22 01:55:47,10,низ,200,1.0447336488276526
2018-01-21 22:31:38,2018-01-22 01:55:47,12,низ,126,0.3892773954360774
2018-01-21 22:31:38,2018-01-22 01:55:47,9,низ,239,0.885508074803915
2018-01-21 22:31:38,2018-01-22 01:55:47,9,верх,165,1.1267946695927662
2018-01-21 22:31:38,2018-01-22 01:55:47,8,низ,8,0.5361422389973207
2018-01-21 22:31:38,2018-01-22 01:55:47,8,верх,359,0.7580236610673928
2018-01-21 22:31:38,2018-01-22 01:55:47,10,верх,215,0.5797397676252027
2018-01-22 02:09:21,2018-01-22 05:33:54,12,низ,341,0.7632264500385747
2018-01-22 02:09:21,2018-01-22 05:33:54,12,верх,459,0.4953868109487334
2018-01-22 02:09:21,2018-01-22 05:33:54,11,низ,222,1.0397911229651733
2018-01-22 02:09:21,2018-01-22 05:33:54,11,верх,142,0.752717292611542
2018-01-22 02:09:21,2018-01-22 05:33:54,10,низ,57,0.7262680124794024
2018-01-22 02:09:21,2018-01-22 05:33:54,10,верх,158,0.5725302961820341
2018-01-22 02:09:21,2018-01-22 05:33:54,9,верх,54,1.4307577598914334
2018-01-22 02:09:21,2018-01-22 05:33:54,8,низ,296,1.0692303963137346
2018-01-22 02:09:21,2018-01-22 05:33:54,8,верх,326,0.8944453997907268
2018-01-22 02:09:21,2018-01-22 05:33:54,9,низ,153,1.1711448972706542
2018-01-22 05:44:58,2018-01-22 08:52:22,11,верх,306,0.6959148454665334
2018-01-22 05:44:58,2018-01-22 08:52:22,12,верх,273,0.8761644407889525
2018-01-22 05:44:58,2018-01-22 08:52:22,11,низ,183,0.47058773103180257
2018-01-22 05:44:58,2018-01-22 08:52:22,10,низ,112,0.5045173628190782
2018-01-22 05:44:58,2018-01-22 08:52:22,12,низ,42,0.26192713482636454
2018-01-22 05:44:58,2018-01-22 08:52:22,9,низ,494,1.1760997911215008
2018-01-22 05:44:58,2018-01-22 08:52:22,8,верх,481,1.286688571242192
2018-01-22 05:44:58,2018-01-22 08:52:22,10,верх,390,0.851707106554775
2018-01-22 05:44:58,2018-01-22 08:52:22,9,верх,285,0.7743552633406329
2018-01-22 05:44:58,2018-01-22 08:52:22,8,низ,351,0.8850689646394291
2018-01-22 09:07:50,2018-01-22 12:18:54,8,верх,33,0.5559136044311324
2018-01-22 09:07:50,2018-01-22 12:18:54,8,низ,454,0.8624163171417863
2018-01-22 09:07:50,2018-01-22 12:18:54,9,верх,98,0.8084503933595614
2018-01-22 09:07:50,2018-01-22 12:18:54,9,низ,159,0.9097817091849523
2018-01-22 09:07:50,2018-01-22 12:18:54,10,верх,2,0.8192536810885228
2018-01-22 09:07:50,2018-01-22 12:18:54,10,низ,16,0.8472200341083518
2018-01-22 09:07:50,2018-01-22 12:18:54,11,верх,233,0.7719706037885724
2018-01-22 09:07:50,2018-01-22 12:18:54,11,низ,259,0.3764177285386656
2018-01-22 09:07:50,2018-01-22 12:18:54,12,верх,70,0.546476197498252
2018-01-22 09:07:50,2018-01-22 12:18:54,12,низ,463,0.20173705614071785
2018-01-22 12:32:44,2018-01-22 15:35:29,12,верх,229,0.8805508166322488
2018-01-22 12:32:44,2018-01-22 15:35:29,11,низ,78,0.6299364152746567
2018-01-22 12:32:44,2018-01-22 15:35:29,11,верх,227,0.5265159916771864
2018-01-22 12:32:44,2018-01-22 15:35:29,10,низ,299,0.9490681879690493
2018-01-22 12:32:44,2018-01-22 15:35:29,12,низ,409,0.36484222112912734
2018-01-22 12:32:44,2018-01-22 15:35:29,9,низ,341,0.9443680387611533
2018-01-22 12:32:44,2018-01-22 15:35:29,9,верх,175,0.6902897799676597
2018-01-22 12:32:44,2018-01-22 15:35:29,8,низ,106,0.8701489536333338
2018-01-22 12:32:44,2018-01-22 15:35:29,8,верх,244,0.584125562947268
2018-01-22 12:32:44,2018-01-22 15:35:29,10,верх,209,1.1005215352638587
2018-01-22 15:48:20,2018-01-22 19:42:15,12,верх,47,0.5267987446718645
2018-01-22 15:48:20,2018-01-22 19:42:15,11,низ,212,1.1751138253415054
2018-01-22 15:48:20,2018-01-22 19:42:15,11,верх,291,1.29262998130756
2018-01-22 15:48:20,2018-01-22 19:42:15,10,низ,487,1.0846890244553302
2018-01-22 15:48:20,2018-01-22 19:42:15,12,низ,82,1.1491757917120764
2018-01-22 15:48:20,2018-01-22 19:42:15,9,низ,352,1.2980635734877946
2018-01-22 15:48:20,2018-01-22 19:42:15,10,верх,255,1.4201309912574607
2018-01-22 15:48:20,2018-01-22 19:42:15,8,верх,34,0.9709303453957687
2018-01-22 15:48:20,2018-01-22 19:42:15,8,низ,315,1.6047998736799267
2018-01-22 15:48:20,2018-01-22 19:42:15,9,верх,223,1.3582029490401244
2018-01-22 19:51:47,2018-01-22 23:47:12,8,верх,50,1.5021762580696238
2018-01-22 19:51:47,2018-01-22 23:47:12,8,низ,74,1.3640375311421773
2018-01-22 19:51:47,2018-01-22 23:47:12,9,верх,163,1.1885746086112865
2018-01-22 19:51:47,2018-01-22 23:47:12,9,низ,295,1.385964611292764
2018-01-22 19:51:47,2018-01-22 23:47:12,10,низ,221,0.7331682596536531
2018-01-22 19:51:47,2018-01-22 23:47:12,11,верх,345,1.428982510728226
2018-01-22 19:51:47,2018-01-22 23:47:12,11,низ,412,0.8372849933389843
2018-01-22 19:51:47,2018-01-22 23:47:12,12,верх,113,0.6990151165171405
2018-01-22 19:51:47,2018-01-22 23:47:12,12,низ,456,0.615952746029353
2018-01-22 19:51:47,2018-01-22 23:47:12,10,верх,338,1.1566722572894628
2018-01-23 00:00:03,2018-01-23 03:37:37,10,низ,15,1.1539371691227722
2018-01-23 00:00:03,2018-01-23 03:37:37,12,верх,193,0.9730951602045207
2018-01-23 00:00:03,2018-01-23 03:37:37,11,низ,236,1.1183131033160258
2018-01-23 00:00:03,2018-01-23 03:37:37,11,верх,407,1.3117342984082985
2018-01-23 00:00:03,2018-01-23 03:37:37,12,низ,161,0.6243376909584335
2018-01-23 00:00:03,2018-01-23 03:37:37,10,верх,417,1.133068449584651
2018-01-23 00:00:03,2018-01-23 03:37:37,9,верх,208,1.2144544709163896
2018-01-23 00:00:03,2018-01-23 03:37:37,8,низ,438,1.3994810358166687
2018-01-23 00:00:03,2018-01-23 03:37:37,8,верх,260,1.3458972702582517
